Date,Open,High,Low,Close,Adj Close,Volume
2017-08-07,32.750000,33.000000,31.290001,31.660000,21.356443,1163481
2017-08-14,32.275002,32.720001,32.014999,32.525002,21.939938,902525
2017-08-21,32.415001,33.520000,32.415001,32.750000,22.091711,911437
2017-08-28,32.779999,33.154999,31.254999,33.154999,22.364904,1888920
2017-09-04,33.029999,34.029999,32.884998,33.165001,22.371651,2578390
2017-09-11,33.345001,34.404999,33.095001,33.285000,22.452597,7322396
2017-09-18,33.595001,33.884998,32.904999,33.459999,22.570644,3570784
2017-09-25,33.404999,33.845001,32.665001,33.845001,22.830351,2301964
2017-10-02,33.840000,34.535000,33.099998,33.235001,22.418873,2248193
2017-10-09,33.349998,33.500000,32.500000,33.025002,22.277214,1724200
2017-10-16,32.895000,36.764999,32.790001,34.860001,23.515026,3362591
2017-10-23,34.845001,35.900002,34.500000,35.205002,23.747753,1747097
2017-10-30,35.330002,35.834999,34.720001,35.625000,24.031057,1317404
2017-11-06,35.625000,35.625000,33.869999,34.290001,23.130526,1798599
2017-11-13,34.459999,34.965000,33.965000,33.970001,22.914673,1431643
2017-11-20,33.930000,34.935001,33.669998,34.810001,23.481298,1098876
2017-11-27,34.810001,35.090000,33.654999,34.029999,22.955143,2337646
2017-12-04,34.480000,34.959999,33.700001,34.764999,23.450941,1234995
2017-12-11,34.860001,35.450001,33.904999,34.814999,23.484667,1868042
2017-12-18,34.970001,35.040001,33.994999,34.334999,23.160887,1356176
2017-12-25,34.334999,34.450001,33.910000,34.305000,23.140646,585804
2018-01-01,34.305000,34.500000,33.680000,33.799999,22.799997,1677701
2018-01-08,33.880001,34.900002,33.380001,34.759998,23.447565,1737746
2018-01-15,34.900002,35.959999,34.580002,35.820000,24.162600,1261490
2018-01-22,35.400002,36.299999,35.080002,35.380001,23.865795,1398261
2018-01-29,35.400002,35.759998,34.799999,35.619999,24.027691,1757475
2018-02-05,35.279999,35.419998,33.419998,33.799999,22.799997,2130322
2018-02-12,34.220001,34.740002,33.700001,34.459999,23.245205,1238532
2018-02-19,34.599998,37.259998,34.520000,36.980000,24.945082,1949116
2018-02-26,37.099998,37.560001,35.240002,35.299999,23.811829,1812297
2018-03-05,35.160000,36.220001,35.099998,35.639999,24.041180,1684062
2018-03-12,35.680000,36.060001,34.000000,34.000000,22.934906,4033804
2018-03-19,34.340000,35.320000,33.759998,34.160000,23.042837,2348303
2018-03-26,34.160000,35.180000,33.939999,34.720001,23.420589,1771055
2018-04-02,34.720001,35.840000,34.060001,35.759998,24.122128,2125177
2018-04-09,36.000000,39.299999,35.880001,38.200001,25.768040,4112089
2018-04-16,38.619999,38.759998,37.040001,37.619999,25.376797,3088473
2018-04-23,37.619999,39.060001,37.619999,38.779999,26.159285,2260656
2018-04-30,38.959999,39.400002,38.139999,38.779999,26.159285,2078246
2018-05-07,38.779999,39.880001,38.340000,38.700001,26.105322,2035140
2018-05-14,38.779999,39.040001,37.720001,38.439999,25.929935,2695147
2018-05-21,38.740002,39.220001,37.639999,38.000000,25.633131,2123919
2018-05-28,38.180000,38.540001,35.900002,36.660000,24.729227,3667873
2018-06-04,35.040001,36.000000,34.939999,35.299999,23.811829,3342197
2018-06-11,35.680000,36.619999,35.299999,35.779999,25.258680,3462234
2018-06-18,35.520000,35.820000,34.500000,34.939999,24.665689,2582855
2018-06-25,34.860001,35.160000,33.419998,34.980000,24.693926,2572547
2018-07-02,34.500000,35.439999,34.340000,35.380001,24.976307,1700380
2018-07-09,35.580002,36.160000,35.040001,35.459999,25.032782,2156568
2018-07-16,35.580002,37.160000,35.099998,36.759998,25.950508,2327640
2018-07-23,36.919998,37.619999,36.560001,37.400002,26.402315,1848586
2018-07-30,37.279999,38.459999,37.259998,38.060001,26.868233,1768003
2018-08-06,38.060001,38.880001,37.720001,38.099998,26.896473,1752582
2018-08-13,37.900002,38.439999,36.860001,37.080002,26.176411,2168631
2018-08-20,37.200001,38.799999,37.020000,38.799999,27.390635,2112025
2018-08-27,38.900002,41.240002,38.240002,41.099998,29.014305,2798815
2018-09-03,40.639999,41.299999,40.240002,40.560001,28.633097,2451907
2018-09-10,40.400002,41.360001,40.080002,40.820000,29.279701,2692334
2018-09-17,40.799999,41.820000,40.320000,41.820000,29.996996,2609543
2018-09-24,41.580002,42.299999,40.820000,41.060001,29.451849,2072259
2018-10-01,40.939999,43.020000,40.160000,41.840000,30.011341,2672642
2018-10-08,41.799999,42.040001,38.799999,38.820000,27.845131,3385424
2018-10-15,38.820000,41.139999,38.480000,40.320000,28.921057,2446150
2018-10-22,40.840000,40.840000,37.919998,39.000000,27.974239,3308220
2018-10-29,39.000000,41.020000,38.779999,40.799999,29.265356,2638004
2018-11-05,40.660000,41.619999,40.000000,41.619999,29.853529,1728736
2018-11-12,41.880001,41.880001,39.439999,40.139999,28.791943,1918584
2018-11-19,40.119999,41.099998,38.060001,38.599998,27.687321,2056779
2018-11-26,38.880001,39.560001,37.820000,38.099998,27.328678,2271372
2018-12-03,39.000000,39.299999,34.279999,35.080002,25.162468,3267042
2018-12-10,34.939999,35.500000,33.820000,34.660000,24.861208,2593670
2018-12-17,34.500000,34.980000,33.400002,34.759998,24.932932,2481286
2018-12-24,34.360001,34.720001,33.560001,34.580002,24.803827,627090
2018-12-31,34.500000,35.759998,33.700001,35.759998,25.650229,1203771
2019-01-07,35.160000,36.320000,34.720001,36.060001,25.865414,1895674
2019-01-14,35.779999,37.380001,35.560001,37.160000,26.654434,1693512
2019-01-21,37.000000,38.020000,36.779999,37.200001,26.683121,1386535
2019-01-28,36.880001,37.660000,35.799999,36.360001,26.080599,1640439
2019-02-04,36.380001,38.099998,36.200001,36.820000,26.410549,1543708
2019-02-11,37.139999,38.279999,36.520000,38.220001,27.414757,1465490
2019-02-18,38.340000,38.919998,37.400002,37.700001,27.041765,1643640
2019-02-25,37.700001,38.740002,37.380001,38.480000,27.601248,1763427
2019-03-04,38.660000,39.000000,37.619999,37.939999,27.213911,1532063
2019-03-11,37.959999,38.980000,37.240002,38.759998,27.802090,1919012
2019-03-18,38.700001,39.080002,36.560001,36.639999,26.281439,1638923
2019-03-25,36.400002,37.099998,35.720001,37.099998,26.611391,1493213
2019-04-01,37.580002,38.669998,37.299999,38.560001,27.658636,1491330
2019-04-08,38.419998,39.160000,38.130001,38.880001,27.888163,1482557
2019-04-15,38.950001,40.029999,38.740002,39.910000,28.626966,1340901
2019-04-22,39.910000,39.959999,38.480000,39.200001,28.117699,1227994
2019-04-29,39.110001,39.680000,38.650002,39.040001,28.002930,1298255
2019-05-06,38.500000,38.529999,36.590000,36.990002,26.532494,1516321
2019-05-13,36.990002,37.000000,35.490002,36.549999,26.216881,1825018
2019-05-20,36.500000,36.810001,34.580002,34.869999,25.011837,1805198
2019-05-27,35.000000,35.680000,33.880001,33.959999,25.124275,1422265
2019-06-03,33.619999,36.240002,32.040001,35.610001,26.344978,2910161
2019-06-10,35.669998,36.029999,34.849998,35.490002,26.256201,2371005
2019-06-17,35.529999,35.770000,34.090000,35.080002,25.952877,3674763
2019-06-24,34.959999,35.759998,34.000000,35.759998,26.455950,2269049
2019-07-01,36.000000,37.279999,35.990002,37.240002,27.550884,2038264
2019-07-08,36.990002,37.459999,35.950001,36.490002,26.996025,2068694
2019-07-15,36.500000,36.840000,35.389999,35.799999,26.485538,2615980
2019-07-22,35.700001,35.919998,34.450001,34.590000,25.590364,2579575
2019-07-29,34.599998,34.669998,32.939999,33.270000,24.613800,2194214
2019-08-05,33.150002,33.259998,31.680000,31.820000,23.541061,2285795
2019-08-12,31.959999,32.189999,30.650000,31.680000,23.437485,2615799
2019-08-19,31.760000,32.970001,31.309999,31.590000,23.370903,2783872
2019-08-26,31.600000,32.759998,30.840000,31.809999,23.533663,3760313
2019-09-02,31.000000,32.369999,30.059999,32.150002,23.785204,3418929
2019-09-09,32.349998,34.220001,32.250000,33.990002,25.712288,3204929
2019-09-16,34.169998,34.259998,32.840000,33.060001,25.008776,2661044
2019-09-23,33.020000,33.549999,32.330002,33.500000,25.341618,1917450
2019-09-30,33.500000,33.880001,31.420000,32.400002,24.509506,2869220
2019-10-07,32.439999,34.099998,32.090000,34.040001,25.750111,2094379
2019-10-14,34.049999,34.220001,32.610001,33.029999,24.986078,2330581
2019-10-21,33.040001,34.299999,33.040001,33.570000,25.394573,1826149
2019-10-28,33.619999,33.900002,32.509998,33.200001,25.114679,2255037
2019-11-04,33.380001,35.459999,33.360001,35.000000,26.476316,2230336
2019-11-11,34.820000,35.029999,33.599998,33.840000,25.598816,1837975
2019-11-18,33.849998,34.110001,32.590000,33.029999,24.986078,2035039
2019-11-25,33.320000,33.730000,33.009998,33.730000,25.515604,2164169
2019-12-02,33.799999,34.490002,32.419998,33.880001,25.629076,2567224
2019-12-09,33.730000,34.700001,32.970001,33.680000,25.477783,2380633
2019-12-16,33.980000,34.360001,33.599998,33.860001,25.613949,2466857
2019-12-23,33.799999,33.950001,33.459999,33.520000,25.356747,449631
2019-12-30,33.400002,34.439999,33.180000,33.779999,25.553429,1035729
2020-01-06,33.750000,36.490002,33.189999,35.389999,26.771339,3267349
2020-01-13,35.509998,35.520000,33.869999,34.750000,26.287201,2932195
2020-01-20,34.860001,35.189999,33.759998,34.529999,26.120779,1981407
2020-01-27,34.139999,34.259998,33.200001,33.639999,25.447523,2207787
2020-02-03,33.680000,35.549999,33.520000,34.730000,26.272072,2810196
2020-02-10,34.740002,37.610001,34.630001,37.279999,28.201057,3314163
2020-02-17,37.389999,37.840000,36.230000,36.349998,27.497547,3190171
2020-02-24,35.369999,35.450001,29.830000,30.120001,22.784763,6090266
2020-03-02,30.719999,30.830000,26.980000,27.230000,20.598577,6689097
2020-03-09,25.440001,25.860001,20.360001,22.059999,16.687643,9108651
2020-03-16,21.200001,21.200001,18.100000,19.504999,14.754875,7012757
2020-03-23,18.780001,23.170000,18.379999,23.170000,17.527325,5343618
2020-03-30,23.480000,24.139999,20.700001,21.370001,16.165686,4251794
2020-04-06,22.480000,24.040001,21.850000,23.670000,17.905556,2670520
2020-04-13,23.670000,24.270000,21.709999,22.459999,16.990231,3257111
2020-04-20,22.639999,22.830000,21.030001,22.280001,16.854069,3406742
2020-04-27,22.850000,26.010000,22.750000,24.549999,18.571247,2238256
2020-05-04,23.680000,24.270000,23.080000,23.469999,17.754263,2767315
2020-05-11,23.650000,23.790001,20.959999,21.940001,16.596869,3637236
2020-05-18,22.290001,24.400000,22.000000,23.450001,17.739132,3772927
2020-05-25,23.520000,26.020000,23.379999,24.700001,19.694246,4074892
2020-06-01,25.070000,29.330000,24.770000,29.139999,23.234426,3263249
2020-06-08,29.000000,29.770000,25.430000,26.490000,21.121481,4612280
2020-06-15,25.590000,27.790001,25.200001,26.410000,21.057693,3690590
2020-06-22,26.250000,28.040001,26.090000,26.700001,21.288919,2395239
2020-06-29,26.690001,28.000000,26.500000,27.770000,22.142075,2102195
2020-07-06,28.340000,29.120001,27.540001,29.059999,23.170639,2712567
2020-07-13,29.500000,30.200001,28.950001,29.170000,23.258347,2401307
2020-07-20,29.120001,29.680000,27.820000,28.230000,22.508848,1841563
2020-07-27,28.139999,28.299999,26.820000,27.330000,21.791246,1772373
2020-08-03,27.629999,30.240000,27.170000,30.090000,23.991898,2235078
2020-08-10,30.309999,31.129999,29.480000,30.000000,23.920137,2069314
2020-08-17,30.000000,30.320000,28.860001,29.139999,23.234426,1636498
2020-08-24,29.440001,31.940001,29.340000,31.500000,25.116146,3336388
2020-08-31,29.830000,30.129999,28.830000,30.010000,23.928110,3699479
2020-09-07,30.340000,30.900000,29.830000,30.180000,25.016674,2926969
2020-09-14,30.379999,30.410000,29.690001,29.760000,24.668530,2406746
2020-09-21,29.530001,29.530001,27.760000,27.959999,23.176481,2767039
2020-09-28,28.260000,29.100000,28.190001,28.830000,23.897638,2962419
2020-10-05,29.100000,29.980000,29.070000,29.500000,24.453012,1976824
2020-10-12,29.620001,29.940001,27.469999,27.940001,23.159903,2400887
2020-10-19,28.000000,28.540001,27.650000,28.080000,23.275951,1581891
2020-10-26,27.650000,28.040001,25.330000,26.100000,21.634697,2563478
2020-11-02,26.200001,28.719999,25.889999,28.190001,23.367132,2909714
2020-11-09,28.530001,32.209999,28.530001,31.200001,25.862167,3165768
2020-11-16,31.500000,32.450001,31.350000,31.750000,26.318071,2296119
2020-11-23,32.000000,33.060001,31.639999,31.719999,26.293203,2086240
2020-11-30,31.490000,32.270000,31.190001,31.809999,26.367805,2268241
2020-12-07,31.790001,32.080002,30.209999,30.309999,25.124434,3576677
2020-12-14,30.590000,33.130001,30.559999,33.070000,27.412239,2990998
2020-12-21,32.480000,33.169998,31.410000,32.910000,27.279615,1107442
2020-12-28,33.240002,33.599998,32.840000,32.849998,27.229879,901910
2021-01-04,33.279999,34.080002,32.869999,33.529999,27.793543,2328232
2021-01-11,33.360001,34.459999,33.080002,34.439999,28.547853,2372567
2021-01-18,34.610001,34.910000,33.830002,33.900002,28.100245,2124352
2021-01-25,34.029999,34.189999,31.540001,31.920000,26.458986,3180156
2021-02-01,32.130001,33.619999,32.009998,33.099998,27.437109,1610095
2021-02-08,33.270000,33.430000,32.639999,33.240002,27.553158,1280464
2021-02-15,33.419998,34.660000,33.119999,33.990002,28.174845,3007122
2021-02-22,33.990002,36.099998,33.639999,34.599998,28.680483,3163729
2021-03-01,34.799999,37.020000,34.750000,36.720001,30.437782,2381981
2021-03-08,37.090000,37.970001,36.529999,36.830002,30.528967,2779776
2021-03-15,36.709999,37.540001,36.470001,37.380001,30.984865,2913388
2021-03-22,37.049999,38.000000,36.209999,37.709999,31.258410,2144262
2021-03-29,37.750000,38.660000,37.630001,38.270000,31.722605,1431076
2021-04-05,38.270000,38.849998,37.930000,38.419998,31.846939,1833611
2021-04-12,38.419998,38.740002,37.840000,38.349998,31.788912,2165440
2021-04-19,38.500000,38.549999,36.520000,36.869999,30.562119,2548483
2021-04-26,36.919998,37.419998,36.270000,36.410000,30.180820,2315957
2021-05-03,36.509998,37.779999,36.150002,37.500000,31.084339,1795454
2021-05-10,37.790001,37.840000,35.730000,37.290001,30.910269,2042040
2021-05-17,37.480000,37.869999,35.299999,35.900002,29.758072,1918637
2021-05-24,35.919998,36.040001,34.529999,35.279999,30.295029,2046646
2021-05-31,35.240002,35.570000,34.740002,34.790001,29.874264,1484316
2021-06-07,34.779999,34.820000,33.180000,33.779999,29.006975,2724750
2021-06-14,33.849998,34.290001,32.889999,33.270000,28.569035,3407226
2021-06-21,33.000000,33.860001,32.730000,33.500000,28.766537,2251143
2021-06-28,33.490002,33.490002,32.250000,32.810001,28.174036,2185736
2021-07-05,32.830002,33.759998,32.580002,33.590000,28.843821,2794421
2021-07-12,33.500000,34.369999,33.119999,33.669998,28.912516,3011855
2021-07-19,33.410000,34.700001,32.320000,34.369999,29.513609,3089322
2021-07-26,34.299999,35.049999,34.000000,34.650002,29.754047,1604878
2021-08-02,34.830002,36.029999,34.529999,36.000000,30.913294,1792426
2021-08-09,36.000000,37.810001,35.990002,37.549999,32.244278,2016018
2021-08-16,37.410000,37.680000,36.880001,37.230000,31.969500,1714933
2021-08-23,37.560001,40.310001,37.330002,39.630001,34.030384,3929037
2021-08-30,39.040001,39.279999,38.389999,38.680000,33.214619,2810196
2021-09-06,38.770000,39.310001,38.380001,38.639999,33.881321,2064528
2021-09-13,38.740002,39.660000,38.740002,39.299999,34.460037,2196687
2021-09-20,38.700001,38.980000,37.840000,38.509998,33.767334,2508864
2021-09-27,38.830002,39.779999,38.540001,39.470001,34.609104,2695873
2021-10-04,39.410000,40.480000,39.060001,40.209999,35.257973,2699664
2021-10-11,40.150002,40.549999,39.270000,40.189999,35.240429,2371917
2021-10-18,40.209999,40.820000,39.970001,40.660000,35.652550,1824647
2021-10-25,40.680000,41.189999,40.189999,40.459999,35.477180,1759874
2021-11-01,40.490002,40.779999,39.400002,39.810001,34.907230,1883132
2021-11-08,39.849998,40.430000,39.209999,39.770000,34.872158,1998797
2021-11-15,39.669998,40.259998,38.980000,39.169998,34.346050,1806593
2021-11-22,39.360001,39.869999,37.459999,37.520000,32.899254,2201944
2021-11-29,37.869999,38.980000,35.599998,38.299999,33.583195,2650903
2021-12-06,38.590000,39.810001,38.230000,38.330002,33.609501,3016937
2021-12-13,38.709999,39.849998,38.450001,39.490002,34.626640,3576438
2021-12-20,38.650002,40.490002,38.209999,40.310001,35.345657,1378434
2021-12-27,40.369999,40.959999,40.310001,40.500000,35.512253,718986
2022-01-03,40.790001,42.250000,40.689999,42.230000,37.029198,1743300
2022-01-10,42.470001,43.599998,42.299999,43.000000,37.704369,1865998
2022-01-17,43.049999,43.209999,41.360001,41.580002,36.459251,1667679
2022-01-24,41.320000,42.290001,39.660000,41.730000,36.590778,2443510
2022-01-31,42.169998,42.840000,41.189999,41.680000,36.546936,2106186
2022-02-07,42.020000,43.560001,41.549999,43.410000,38.063877,1813188
2022-02-14,42.709999,42.860001,41.270000,41.830002,36.678459,2574674
2022-02-21,42.380001,42.560001,37.810001,39.779999,34.880924,3107977
2022-02-28,38.930000,39.240002,35.490002,35.830002,31.417389,4416346
2022-03-07,34.480000,39.160000,32.880001,38.209999,33.504276,5116014
2022-03-14,39.200001,42.230000,38.889999,41.680000,36.546936,12776808
2022-03-21,41.930000,43.090000,41.290001,41.669998,36.538162,3339253
2022-03-28,41.689999,43.110001,41.619999,42.470001,37.239643,2311704
2022-04-04,42.320000,43.299999,41.560001,42.939999,37.651756,2188459
2022-04-11,43.000000,45.529999,42.750000,45.430000,39.835106,2079368
2022-04-18,45.619999,46.290001,44.220001,45.189999,39.624664,2158980
2022-04-25,44.439999,44.439999,42.779999,43.340000,38.002499,2714705
2022-05-02,42.990002,43.959999,42.090000,42.270000,37.064274,1735592
2022-05-09,42.250000,44.000000,41.919998,43.880001,38.475994,1959256
2022-05-16,43.869999,44.889999,43.270000,44.080002,38.651363,1693170
2022-05-23,44.500000,45.060001,42.650002,43.340000,38.002499,2574530
2022-05-30,43.500000,43.570000,42.220001,42.490002,38.647049,1696753
2022-06-06,42.750000,43.160000,40.099998,40.180000,36.545971,1960858
2022-06-13,39.650002,39.669998,37.410000,38.009998,34.572231,3881631
2022-06-20,38.009998,38.790001,36.029999,37.290001,33.917355,1690365
2022-06-27,37.570000,39.410000,37.410000,38.770000,35.263496,1935647
2022-07-04,39.139999,40.279999,37.389999,39.900002,36.291294,1645859
2022-07-11,39.259998,39.910000,37.740002,38.669998,35.172539,1533115
2022-07-18,39.029999,39.770000,38.369999,38.810001,35.299877,1543312
2022-07-25,38.810001,40.730000,38.650002,40.700001,37.018944,1651998
2022-08-01,40.660000,41.380001,40.340000,41.320000,37.582867,1402162
2022-08-08,41.400002,42.320000,40.869999,42.099998,38.292316,1484481
2022-08-15,42.160000,42.160000,41.009998,41.110001,37.391861,1322418
2022-08-22,40.990002,43.209999,39.770000,42.180000,38.365086,2096092
2022-08-29,41.869999,42.630001,39.660000,40.830002,37.137184,2090723
2022-09-05,40.000000,42.000000,39.000000,41.990002,39.108063,1983777
2022-09-12,42.259998,43.270000,41.860001,42.080002,39.191887,2575797
2022-09-19,41.779999,42.840000,41.500000,42.070000,39.182568,2345067
2022-09-26,41.770000,41.869999,38.500000,39.570000,36.854156,2716403
2022-10-03,39.200001,41.360001,38.849998,40.130001,37.375721,1659845
2022-10-10,39.790001,41.869999,39.090000,41.099998,38.279144,2279411
2022-10-17,41.130001,42.230000,40.930000,41.610001,38.754143,1523797
2022-10-24,41.799999,46.080002,41.799999,44.110001,41.082558,3852045
2022-10-31,44.320000,45.110001,43.900002,44.139999,41.110497,3277563
2022-11-07,44.000000,44.869999,43.419998,43.450001,40.467854,2747598
2022-11-14,43.520000,44.250000,42.189999,44.240002,41.203636,2901780
2022-11-21,44.200001,44.639999,43.580002,43.939999,40.924225,1734847
2022-11-28,43.759998,44.040001,42.779999,43.340000,40.365406,2489873
2022-12-05,43.189999,43.490002,42.340000,42.990002,40.039429,1796597
2022-12-12,42.919998,43.099998,42.169998,42.669998,39.741386,2758046
2022-12-19,42.740002,45.700001,42.680000,45.560001,42.433037,1915278
2022-12-26,45.750000,45.830002,43.970001,44.349998,41.306084,1094201
2023-01-02,44.650002,45.139999,41.880001,42.549999,39.629627,2730149
2023-01-09,42.750000,43.299999,41.790001,41.939999,39.061493,2979163
2023-01-16,42.200001,43.049999,41.400002,42.860001,39.918350,2038599
2023-01-23,42.910000,43.599998,42.360001,43.349998,40.374718,2213384
2023-01-30,43.169998,43.650002,42.709999,43.070000,40.113937,2157782
2023-02-06,43.070000,43.459999,42.080002,42.419998,39.508549,1995521
2023-02-13,42.459999,43.349998,42.040001,43.009998,40.058052,1614553
2023-02-20,43.130001,43.759998,41.480000,41.919998,39.042866,2270563
2023-02-27,42.049999,43.970001,42.049999,43.730000,40.728638,3249052
2023-03-06,43.810001,44.000000,42.029999,42.369999,39.461979,2634018
2023-03-13,42.410000,42.410000,35.669998,36.110001,33.631630,9442187
2023-03-20,35.520000,38.509998,34.709999,36.220001,33.734077,4956695
2023-03-27,36.869999,37.060001,35.180000,36.740002,34.218391,3555996
2023-04-03,36.950001,38.520000,36.750000,37.889999,35.289459,2554647
2023-04-10,40.250000,40.400002,38.689999,39.400002,36.695824,2625570
2023-04-17,39.560001,40.139999,38.720001,39.599998,36.882095,2047217
2023-04-24,39.450001,40.139999,38.930000,39.840000,37.105625,1979512
2023-05-01,39.849998,40.060001,38.240002,39.240002,36.546806,1686666
2023-05-08,39.220001,39.580002,38.340000,39.200001,36.509552,1597629
2023-05-15,39.380001,40.930000,39.349998,40.669998,37.878658,1580633
2023-05-22,40.730000,41.689999,39.669998,40.470001,37.692387,1987730
2023-05-29,40.790001,41.150002,38.419998,39.599998,36.882095,2784419
2023-06-05,39.790001,39.860001,38.759998,39.040001,37.994286,1839280
2023-06-12,39.189999,39.349998,38.240002,38.580002,37.546608,3084510
2023-06-19,38.599998,39.840000,38.490002,39.820000,38.753391,2203296
2023-06-26,39.869999,41.349998,39.320000,41.240002,40.135357,2166266
2023-07-03,41.330002,42.130001,40.770000,41.009998,39.911514,3386096
2023-07-10,41.020000,41.439999,39.570000,40.029999,38.957767,3282386
2023-07-17,40.090000,40.959999,39.349998,40.650002,39.561161,2547620
2023-07-24,40.650002,41.820000,40.529999,41.450001,40.339733,2054087
2023-07-31,41.419998,41.540001,40.389999,41.299999,40.193748,1789227
2023-08-07,41.299999,42.680000,41.299999,42.360001,41.225357,2393958
2023-08-14,42.240002,42.540001,40.590000,40.970001,39.872589,1906227
2023-08-21,40.990002,41.439999,40.220001,41.060001,39.960178,1918742
2023-08-28,41.180000,43.209999,39.980000,40.590000,39.502766,14436096
2023-09-04,40.980000,41.040001,38.730000,39.040001,37.994286,3675642
2023-09-11,39.279999,42.349998,39.279999,41.889999,41.889999,4243013
2023-09-18,41.759998,42.799999,40.790001,41.480000,41.480000,2985457
2023-09-25,41.299999,41.599998,33.410000,35.520000,35.520000,7879854
2023-10-02,35.720001,37.180000,35.299999,37.029999,37.029999,4028147
2023-10-09,36.869999,37.380001,36.110001,36.200001,36.200001,2174435
2023-10-16,36.459999,36.930000,34.830002,34.900002,34.900002,2201786
2023-10-23,35.049999,35.400002,34.119999,34.910000,34.910000,1943785
2023-10-30,35.130001,36.389999,35.060001,36.139999,36.139999,2153845
2023-11-06,36.180000,36.450001,35.020000,35.320000,35.320000,1823581
2023-11-13,35.619999,37.389999,35.570000,36.799999,36.799999,2355818
